No,Year,Month,Day,Lat,Lon,¹A¾ä¤ë,¹A¾ä¤é,SST(boat),spe1,spe2,spe3,spe4,spe5,spe6,spe7,spe8,spe9,spe10,spe11,Tonnage A,HP A,Light A
28144,2013,8,6,26.42,123.88,60,30,,900,,,,,,,,,,,5,4,4
28145,2013,8,6,27.28,124.05,60,30,,0,,,,,,,,,,,3,2,2
28146,2013,8,6,27.13,124.22,60,30,29.5,360,,,,,,,,,,,4,3,3
28147,2013,8,7,25.13,121.98,70,1,,27,,,,,,6.6,,,,,2,1,1
28149,2013,8,7,25.07,121.98,70,1,,,,60,,,,,,,,,2,1,1
28150,2013,8,7,25.55,121.98,70,1,33.4,580,,,,,,,,,,,3,1,2
28151,2013,8,7,24.98,122.02,70,1,,,,,,,,,,,30,,2,1,1
28152,2013,8,7,25.32,122.07,70,1,27.3,,,,,2800,,,,,,,3,2,2
28153,2013,8,7,25.28,122.07,70,1,,0,,,,,6200,,,,,,4,3,3
28154,2013,8,7,25.27,122.07,70,1,,,,,,,,,,,180,,2,,
28155,2013,8,7,25.63,122.08,70,1,,120,,,,,,,,,,,3,1,1
28156,2013,8,7,25.31,122.1,70,1,,,,,,300,,,,,,,3,2,1
28157,2013,8,7,26.34,122.52,70,1,29.6,600,,,,,,,,,30,350,4,3,3
28158,2013,8,7,26.77,122.73,70,1,29.2,180,15,,75,,,,,,,,4,2,3
28159,2013,8,7,26.8,122.78,70,1,28,240,,,,,,,,,,,4,4,3
28160,2013,8,7,26.75,122.78,70,1,,60,30,20,50,,,,,,,,3,2,2
28161,2013,8,7,26.05,122.92,70,1,31,900,,,,,,,,,,,4,3,4
28162,2013,8,7,26.88,122.92,70,1,27.9,660,,,180,,,,,,,,4,3,4
28163,2013,8,7,26.94,122.93,70,1,27.8,720,60,,600,,,,,,,,5,4,3
28164,2013,8,7,26.8,122.95,70,1,29.5,1260,,,120,,,,,,,,4,4,4
28165,2013,8,7,26.88,122.97,70,1,29,540,,,,,,,,,,,4,3,3
28166,2013,8,7,26.85,122.97,70,1,29.4,600,,,400,,,,,,60,,4,2,3
28167,2013,8,7,26.45,122.98,70,1,27.8,2520,,,200,,,,,,,,5,4,4
28168,2013,8,7,26.5,123.14,70,1,,900,,,,,,,,,,,5,4,4
28169,2013,8,7,26.33,123.58,70,1,29,300,,,,,,,,,,,3,3,4
28170,2013,8,7,27.17,124.2,70,1,29.4,420,,,,,,,,,,,4,3,3
28171,2013,8,7,26.98,124.33,70,1,,,,,,,,,,,,,5,4,4
28172,2013,8,8,25.52,121.82,70,2,,156,,,,,,,,,11,45,2,1,2
28173,2013,8,8,25.13,121.98,70,2,,33.6,29,,90,,,,,,,,2,1,1
28174,2013,8,8,25.07,121.98,70,2,,36,,,,,,,,,,,2,1,1
28175,2013,8,8,25.52,122,70,2,32.9,240,,,,,,,,,,,3,1,2
28176,2013,8,8,25.27,122.07,70,2,,,,,,,,,,,156,,2,,
28177,2013,8,8,25.63,122.08,70,2,,120,,,,,,,,,,,3,1,1
28178,2013,8,8,25.3,122.08,70,2,29.3,,,,,400,,,,,,,4,2,3
28179,2013,8,8,25.25,122.09,70,2,,,,,,70,,,,,,,3,2,1
28180,2013,8,8,25.3,122.1,7,2,,0,,,,,300,,,,,,4,3,3
28181,2013,8,8,24.98,122.13,70,2,,,,90,,,,,,,,,2,1,1
28182,2013,8,8,26.4,122.55,70,2,,360,,,,210,,,,,,,3,2,2
28183,2013,8,8,26.35,122.57,70,2,29.8,960,,,,380,,,,,30,,4,3,3
28184,2013,8,8,26.82,122.83,70,2,29,300,,,,,,,,,,,4,4,3
28185,2013,8,8,26.12,122.92,70,2,31,1200,,,,,,,,,,,4,3,4
28186,2013,8,8,26.87,122.97,70,2,28,600,,,150,,,,,,,,4,3,4
28187,2013,8,8,26.83,122.97,70,2,29.1,600,,,500,,,,,,450,,4,4,4
28188,2013,8,8,26.98,122.97,70,2,27.7,540,,,300,,,,,,,,5,4,3
28189,2013,8,8,26.97,123,70,2,,180,,,,,,,,,,,4,3,3
28190,2013,8,8,26.47,123,70,2,27.8,900,,,100,550,,,,,,,5,4,4
28191,2013,8,8,26.88,123.01,70,2,29.1,270,,,500,,,,,,100,,4,2,3
28192,2013,8,8,26.44,123.08,70,2,,500,,,,,,,,,,,5,4,4
28193,2013,8,8,26.4,123.88,70,2,,,,,,,,,,,,,5,4,4
28194,2013,8,8,27.15,124.32,70,2,29.5,480,,,,,,,,,,,4,3,3
28195,2013,8,9,25.52,121.82,70,3,,270,,,107,,,,,,,90,2,1,2
28196,2013,8,9,25.47,121.83,70,3,,78,,,,,,,,,,,2,1,1
28197,2013,8,9,25.22,121.83,70,3,,21,,,0,,,,,,,,2,1,1
28198,2013,8,9,25.83,121.9,7,3,,120,,,,,,,,,,,4,3,3
28199,2013,8,9,25.57,121.97,70,3,32.6,450,,,,,,,,,,,3,1,2
28200,2013,8,9,25.13,121.98,70,3,,90.6,83,,34,,,,,,,,2,1,1
28202,2013,8,9,25.6,122,70,3,,66,,,,,,,,,,,3,2,1
28203,2013,8,9,25.27,122.07,70,3,,,,,,,,,,,192,,2,,
28204,2013,8,9,25.12,122.07,70,3,29.5,,,,,400,,,,,,,4,2,3
28205,2013,8,9,26,122.55,70,3,29.5,240,,,,,,,,,,,3,3,4
28206,2013,8,9,26.35,122.56,70,3,30,492,,,,,,,,,120,150,4,3,3
28207,2013,8,9,26.05,122.67,70,3,31,600,,,,,,,,,,,4,3,4
28208,2013,8,9,26.9,122.82,70,3,29,300,,,,,,,,,,,4,3,3
28209,2013,8,9,26.85,122.83,70,3,29,300,,,,,,,,,,,4,4,3
28210,2013,8,9,26.83,122.91,70,3,28.9,240,,,500,,,,,,150,,4,2,3
28211,2013,8,9,26.84,122.95,70,3,28,270,,,336,,,,,,,,4,3,4
28212,2013,8,9,26.82,122.97,70,3,29.3,300,,,200,,,,,,20,,4,4,4
28213,2013,8,9,26.47,122.97,70,3,27.7,720,50,,50,,,,,,,,5,4,4
28214,2013,8,9,26.42,123.01,70,3,,2000,,,,5000,,,,,,,5,4,4
28215,2013,8,9,26.8,123.05,70,3,28.2,360,100,,120,100,,,,,,,5,4,3
28216,2013,8,9,27.15,124.12,70,3,29.8,360,,,,,,,,,,,4,3,3
28217,2013,8,9,27.1,124.17,70,3,,300,,,70,,200,,,,,,3,2,2
28218,2013,8,9,27.07,124.45,70,3,,,,,,3600,,,,,,,5,4,4
28219,2013,8,10,25.52,121.82,70,4,,36,,,,,,,,,11,12,2,1,2
28220,2013,8,10,25.5,121.83,70,4,,18,,,,,,,,,,,2,1,1
28221,2013,8,10,25.17,121.87,70,4,,15,,,9,,,,,,,,2,1,1
28222,2013,8,10,25.48,121.95,70,4,,84,,,,,,,,,,,3,2,1
28223,2013,8,10,25.13,121.98,70,4,,22.2,,,31,,,,,,90,,2,1,1
28224,2013,8,10,25.55,121.98,70,4,33,300,,1200,,,,,,,,,3,1,2
28225,2013,8,10,25.27,122.07,70,4,,,,,,,,,,,90,,2,,
28226,2013,8,10,25.95,122.12,70,4,29.2,480,,,,,,,,,,,3,3,4
28227,2013,8,10,24.98,122.13,70,4,,,,240,,,,,,,,,2,1,1
28228,2013,8,10,26.34,122.54,70,4,30,276,,,,,,,,,132,320,4,3,3
28229,2013,8,10,25.93,122.67,70,4,29.8,420,,,,,,,,,,,4,2,3
28230,2013,8,10,26.12,122.7,70,4,31.5,600,,,,,,,,,,,4,3,4
28231,2013,8,10,26.95,122.8,70,4,29,156,,,,,,,,,,,4,3,3
28232,2013,8,10,26.92,122.83,70,4,29,60,,,,,,,,,,,4,4,3
28233,2013,8,10,26.99,122.84,70,4,28.2,210,,,270,,,,,,,,4,3,4
28234,2013,8,10,26.77,122.84,70,4,28.5,360,,,200,120,,,,,,,5,4,3
28235,2013,8,10,26.83,122.87,70,4,29.6,120,,,500,,,,,,50,,4,4,4
28236,2013,8,10,26.92,122.92,70,4,29.3,90,,,300,,,,,,150,,4,2,3
28237,2013,8,10,26.32,123,70,4,28.2,2700,50,,,,,,,,,,5,4,4
28238,2013,8,10,26.4,123.03,70,4,,1500,,,,,,,,,,,5,4,4
28239,2013,8,10,26.38,123.1,7,4,,480,,,,,,,,,,,4,3,3
28240,2013,8,10,26.77,123.23,70,4,,,,,,,,,,,,,5,4,4
28241,2013,8,10,27.12,124.17,70,4,,360,,,,,,,,,,,3,2,2
28242,2013,8,10,28.15,124.42,70,4,30.2,600,,,,,,,,,,,4,3,3
28243,2013,8,11,25.13,121.85,70,5,,12,,,12,,,,,,,,2,1,1
28244,2013,8,11,26.58,121.93,70,5,30,12,,,,,,,,,,,4,4,3
28245,2013,8,11,25.53,121.95,70,5,26.6,150,,,150,,,,,,,,3,2,2
28246,2013,8,11,25.13,121.98,70,5,,28.8,,,,,,6,,,,,2,1,1
28247,2013,8,11,25.09,122.06,70,5,,36,,,,,,,,,,,2,1,1
28248,2013,8,11,25.27,122.07,70,5,,,,,,,,,,,168,,2,,
28249,2013,8,11,25.2,122.07,70,5,,,,,,3300,,,,,,,2,1,1
28250,2013,8,11,25.93,122.13,70,5,29,180,,,,,,,,,,,3,3,4
28251,2013,8,11,25.92,122.2,70,5,29.8,720,,,,,,,,,,,4,4,4
28252,2013,8,11,26.21,122.45,70,5,29.8,360,10,,200,500,,,,,100,,4,2,3
28253,2013,8,11,26,122.55,70,5,31.5,900,,,,,,,,,,,4,3,4
28254,2013,8,11,26.09,122.63,70,5,29,240,,,,,,,,,,,4,3,4
28255,2013,8,11,25.98,122.73,70,5,29,360,,,,,,,,,,,4,3,3
28256,2013,8,11,26.7,122.75,70,5,,780,,,,,,,,,,,5,4,4
28257,2013,8,11,26.05,122.83,70,5,28.9,180,,,120,100,,,,,,,5,4,3
28258,2013,8,11,26.42,123,70,5,30.1,420,,,,,,,,,,,4,2,3
28259,2013,8,11,26.33,123,70,5,28.3,1680,,,,,,,,,,,5,4,4
28260,2013,8,11,26.4,123.05,70,5,,1500,,,,,,,,,,,5,4,4
28261,2013,8,11,26.34,123.07,70,5,30.2,456,,,,,,,,,18,360,4,3,3
28262,2013,8,11,26.4,123.12,7,5,,720,,,,,,,,,,,4,3,3
28263,2013,8,11,27.17,124.43,70,5,,1200,,,20,,,,,,,,3,2,2
28264,2013,8,11,27.18,124.48,70,5,30.4,480,,,50,,,,,,,,4,3,3
28265,2013,8,12,25.6,121.67,70,6,26.1,192,,,,,,,,,,,3,2,2
28266,2013,8,12,25.13,121.82,70,6,,80,,,,,,,,,,,1,1,1
28267,2013,8,12,25.13,121.98,70,6,,9,,10,,,,18.6,,,,,2,1,1
28268,2013,8,12,25.61,122.15,70,6,,60,,,,,,,,,,,3,2,1
28269,2013,8,12,26.17,122.18,70,6,29.4,480,5,,,1200,,,,,,,4,2,3
28270,2013,8,12,25.65,122.27,70,6,29,420,,,,,,,,,,,3,3,4
28271,2013,8,12,26.88,122.33,70,6,30,60,,,,,,,,,,,4,4,3
28272,2013,8,12,26.18,122.59,70,6,29,300,,,,,,,,,,,4,3,4
28273,2013,8,12,26,122.68,70,6,28.3,420,,,200,1000,,,,,,,5,4,3
28274,2013,8,12,26.82,122.82,70,6,,1380,,,,,,,,,,,5,4,4
28275,2013,8,12,26.38,122.92,70,6,31.5,480,,,,,,,,,,,4,3,4
28276,2013,8,12,26.33,123,70,6,28.1,1260,,,,,,,,,,,5,4,4
28277,2013,8,12,26.4,123.02,70,6,,1000,,,,,,,,,,,5,4,4
28278,2013,8,12,26.43,123.03,70,6,30.1,426,,,,,,,,,,,4,2,3
28279,2013,8,12,25.98,123.05,70,6,29,180,,,,,,,,,,,4,3,3
28280,2013,8,12,26.33,123.07,70,6,29.8,480,,,,,,,,,30,200,4,3,3
28281,2013,8,12,26.47,123.12,7,6,,480,,,,,,,,,,,4,3,3
28282,2013,8,12,27.2,124.43,70,6,,600,,,,,,,,,,,3,2,2
28283,2013,8,12,27.17,124.5,70,6,30.2,540,,,100,,,,,,,,4,3,3
28284,2013,8,13,25.68,121.62,70,7,26.6,180,,,5,,,,,,,,3,2,2
28285,2013,8,13,25.13,121.98,70,7,,22.8,,,,,,12.6,,60,,,2,1,1
28286,2013,8,13,25.65,122.08,70,7,,180,,,18,,,,,,,,3,2,1
28287,2013,8,13,25.65,122.13,70,7,32.7,100,,,,,,,,,,,3,1,2
28288,2013,8,13,26.16,122.14,70,7,28.7,90,,,50,,,,,,,,4,2,3
28289,2013,8,13,26.15,122.22,70,7,29,360,,,,,,,,,,,4,4,3
28290,2013,8,13,25.63,122.3,70,7,29.2,300,,,,,,,,,,,3,3,4
28291,2013,8,13,26.09,122.58,70,7,28.9,360,,,,,,,,,,,4,3,4
28292,2013,8,13,26.05,122.73,70,7,29.8,1200,,,150,,,,,,,,4,4,4
28293,2013,8,13,26.92,122.83,70,7,,1380,,,,,,,,,,,5,4,4
28294,2013,8,13,26.35,122.98,70,7,28.3,840,,,,,,,,,,,5,4,4
28295,2013,8,13,26.53,123.02,70,7,30.1,480,,,,,,,,,,,4,2,3
28296,2013,8,13,26.42,123.02,70,7,,1500,,,,,,,,,,,5,4,4
28297,2013,8,13,26.15,123.03,70,7,29,420,,,,,,,,,,,4,3,3
28298,2013,8,13,26.33,123.06,70,7,30,300,,,,15,,,,,,300,4,3,3
28299,2013,8,13,26.01,123.07,70,7,27.6,360,,,100,,,,,,,,5,4,3
28300,2013,8,13,26.47,123.12,70,7,,300,,,,,,,,,,,4,3,3
28301,2013,8,13,26.4,123.12,70,7,31.1,420,,,,,,,,,,,4,3,4
28302,2013,8,13,27.15,124.47,70,7,,780,,,,,100,,,,,,3,2,2
28303,2013,8,13,27.15,124.52,70,7,30.1,480,,,50,,,,,,,,4,3,3
28304,2013,8,14,25.13,121.82,70,8,,50,,,,,,,,,,,1,1,1
28305,2013,8,14,25.13,121.98,70,8,,6,,,,,,10.8,,,,,2,1,1
28306,2013,8,14,25.6,122.05,70,8,,42,,,90,,,,,,,,3,2,1
28308,2013,8,14,25.27,122.07,70,8,,,,,,,,,,,12,,2,,
28309,2013,8,14,25.63,122.08,70,8,,,,,,,,,,,12,,3,1,1
28310,2013,8,14,25.2,122.17,70,8,,,,,,1770,,,,,,,2,1,1
28311,2013,8,14,26.25,122.25,70,8,29,480,,,,,,,,,,,4,4,3
28312,2013,8,14,26.27,122.34,70,8,29.4,240,,,400,,,,,,,,4,2,3
28313,2013,8,14,26.53,122.63,70,8,28.1,480,,,40,,,,,,,,5,4,4
28314,2013,8,14,26.05,122.72,70,8,29.5,720,,,70,,,,,,50,,4,4,4
28315,2013,8,14,26.03,122.77,70,8,26.5,132,,,,,,,,,,,3,2,2
28316,2013,8,14,26.05,122.85,70,8,32.5,400,,,,,,,,,,,3,1,2
28317,2013,8,14,26.32,122.88,70,8,28.6,180,,,,,,,,,,,4,3,4
28318,2013,8,14,26.88,122.88,70,8,,780,,,,,,,,,,,5,4,4
28319,2013,8,14,26.6,123,70,8,30.1,240,,,,,,,,,,,4,2,3
28320,2013,8,14,26.41,123.03,70,8,,900,,,,,,,,,,,5,4,4
28321,2013,8,14,26.52,123.1,70,8,,60,,,,,,,,,,,4,3,3
28322,2013,8,14,26.12,123.15,70,8,30.8,360,,,,,,,,,,,4,3,4
28323,2013,8,14,26.05,123.15,70,8,29,180,,,,,,,,,,,4,3,3
28324,2013,8,14,26.01,123.17,70,8,26.3,480,,,100,120,,,,,,,5,4,3
28325,2013,8,14,26.37,123.55,70,8,29.8,216,,,,900,,,,,24,40,4,3,3
28326,2013,8,14,27.07,124.43,70,8,,90,,,,,,,,,,,3,2,2
28327,2013,8,14,27.18,124.53,70,8,30.3,300,,,,,,,,,,,4,3,3
28328,2013,8,15,25.35,121.74,70,9,,192,,,42,,,,,,,,3,2,1
28329,2013,8,15,25.13,121.98,70,9,,3,,6,,,,,,34.8,,,2,1,1
28330,2013,8,15,25.07,121.98,70,9,,,,,,300,,,,,,,2,1,1
28331,2013,8,15,25.91,121.99,70,9,29.8,192,,,,800,,,,,,40,4,3,3
28332,2013,8,15,25.05,122.02,70,9,,,,,,11,,,,27,9,,2,1,2
28333,2013,8,15,25.27,122.07,70,9,,,,,,,,,,,117,,2,,
28334,2013,8,15,25.2,122.17,70,9,,,,,,150,,,,,570,,2,1,1
28335,2013,8,15,26.33,122.3,70,9,29,480,,,,,,,,,,,4,4,3
28336,2013,8,15,26.2,122.35,70,9,29.2,240,,,300,,,,,,,,4,2,3
28337,2013,8,15,26.07,122.5,70,9,32,,,,,,,,,,,,3,1,2
28338,2013,8,15,26.08,122.62,70,9,26.2,18,,,50,5,,,,,,,3,2,2
28339,2013,8,15,26.08,122.7,70,9,29.5,240,,,800,500,,,,,,,4,4,4
28340,2013,8,15,26.3,122.9,70,9,28.5,420,,,,,,,,,,,4,3,4
28341,2013,8,15,26.88,122.92,70,9,,840,,,,,,,,,,,5,4,4
28342,2013,8,15,26.4,122.95,70,9,28.1,90,,,,,,,,,,,5,4,4
28343,2013,8,15,26.25,122.95,70,9,29,360,,,,,,,,,,,4,3,3
28344,2013,8,15,26.43,123.04,70,9,,1000,,,,,,,,,,,5,4,4
28345,2013,8,15,26.6,123.05,70,9,31,360,,,,,,,,,,,4,3,4
28346,2013,8,15,26.5,123.08,70,9,,18,,,400,,,,,,,,3,2,2
28347,2013,8,15,26.55,123.1,70,9,30.2,0,,,,800,,,,,,,4,3,3
28348,2013,8,15,26.47,123.1,70,9,,0,,,,,300,,,,,,4,3,3
28349,2013,8,15,26.01,123.16,70,9,26.4,420,,,,100,,,,,,,5,4,3
28350,2013,8,16,25.33,121.7,70,10,32.6,130,,,,,,,,,,,3,1,2
28351,2013,8,16,25.3,121.7,70,10,,30,,,84,,,,,,2,1.8,2,1,2
28352,2013,8,16,25.75,121.72,70,10,31.1,240,,,,,,,,,,,4,3,4
28353,2013,8,16,25.33,121.74,70,10,,66,,,,,,,,,,,3,2,1
28354,2013,8,16,25.15,121.82,70,10,,9,,,21,,,,,,,,2,1,1
28355,2013,8,16,25.13,121.82,70,10,,60,,,,,,,,,,,1,1,1
28356,2013,8,16,25.13,121.98,70,10,,21.6,,3,,,,6,,,,,2,1,1
28357,2013,8,16,25.07,121.98,70,10,,48,,,,,,,,180,,,2,1,1
28358,2013,8,16,25.09,122.06,70,10,,5.4,,,,,,,,,,,2,1,1
28359,2013,8,16,25.63,122.08,70,10,,,,,,,,,,,60,,3,1,1
28360,2013,8,16,25.2,122.17,70,10,,,,,,450,,,,,39,,2,1,1
28361,2013,8,16,25.9,122.22,70,10,29.5,60,,,,,,,,,,,4,4,4
28362,2013,8,16,25.82,122.32,70,10,,0,,,,,,,,,,,3,2,2
28363,2013,8,16,26.43,122.33,70,10,29,240,,,,,,,,,,,4,4,3
28364,2013,8,16,26.14,122.37,70,10,29.3,240,,,100,,,,,,,,4,2,3
28365,2013,8,16,26.15,122.43,70,10,27.8,1320,,,,,,,,,,,5,4,4
28366,2013,8,16,26.15,122.5,70,10,,1020,,,,,,,,,,200,4,3,3
28367,2013,8,16,25.85,122.52,70,10,29,420,,,,,,,,,,,4,3,3
28368,2013,8,16,25.96,122.57,70,10,28.9,150,,,,,,,,,,,4,3,4
28369,2013,8,16,26.95,122.87,70,10,,540,,,,,,,,,,,5,4,4
28370,2013,8,16,25.9,122.92,70,10,26.3,540,,,,100,,,,,,,5,4,3
28371,2013,8,16,26.4,123.04,70,10,,500,,,,,,,,,,,5,4,4
28372,2013,8,17,25.58,121.48,70,11,30,12,,,,,,,,,,,4,4,3
28373,2013,8,17,25.3,121.67,70,11,33,130,,,,,,,,,,,3,1,2
28374,2013,8,17,25.6,121.71,70,11,,,,,,,,,,,,,5,4,4
28375,2013,8,17,25.25,121.75,70,11,,48,,,72,,,,,,,,3,2,1
28376,2013,8,17,25.13,121.82,70,11,,80,,,,,,,,,,,1,1,1
28377,2013,8,17,25.17,121.87,70,11,,6,,,18,,,,,,,,2,1,1
28378,2013,8,17,25.13,121.98,70,11,,18,,4,,,,12.6,,,,,2,1,1
28379,2013,8,17,25.07,121.98,70,11,,42,,,,,,,,,,,2,1,1
28380,2013,8,17,25.18,122.15,70,11,,,,,,,,,,,126,,2,1,1
28381,2013,8,17,26.17,122.45,70,11,28.3,960,,,,,,,,,,,5,4,4
28382,2013,8,17,25.88,122.93,70,11,26.6,480,,,,3000,,,,,,,5,4,3
28383,2013,8,18,25.2,121.88,70,12,,24,,,0,,,,,,,,2,1,1
28384,2013,8,18,25.13,121.98,70,12,,39,,6,,,,12.6,,,,,2,1,1
28385,2013,8,19,25.13,121.98,70,13,,22.8,,10,,,,16.2,,30,,,2,1,1
28386,2013,8,19,25.05,122.03,70,13,,,,,,170,,,,,36,,2,1,1
28387,2013,8,20,25.05,122.03,70,14,,,,,,,,,,,108,,2,1,1
28388,2013,8,20,26.48,123.23,70,14,,120,,,,,,,,,,,5,4,4
28389,2013,8,21,26,123.9,70,15,,90,,,,,,,,,,,5,4,4
28390,2013,8,22,25.13,121.98,70,16,,37.8,,,,,,18.6,,27,,,2,1,1
28391,2013,8,22,26.53,123.18,70,16,,540,,,600,,,,,,,,5,4,4
28392,2013,8,23,25.27,121.82,70,17,,80,,,,,,,,,,,1,1,1
28393,2013,8,23,25.2,121.82,70,17,,15,,,15,,,,,,,,2,1,1
28394,2013,8,23,25.13,121.98,70,17,,,,,,,,,,,342,,2,1,1
28395,2013,8,23,25.07,121.98,70,17,,18,,,,,,,,,,,2,1,1
28396,2013,8,23,25.27,122.07,70,17,,,,,,,,,,,48,,2,,
28397,2013,8,23,25.63,122.08,70,17,,,,,,,,,,,30,,3,1,1
28398,2013,8,24,25.15,121.83,70,18,,18,12,,0,,,,,,,,2,1,1
28399,2013,8,24,25.13,121.98,70,18,,,,,,,,,,,360,,2,1,1
28400,2013,8,24,24.98,121.98,70,18,,24,180,,,,,,,,,,2,1,1
28401,2013,8,24,25.27,122.07,70,18,,,,,,,,,,,126,,2,,
28402,2013,8,24,25.63,122.08,70,18,,,,,,,,,,,48,,3,1,1
28403,2013,8,25,25.2,121.75,70,19,,12,18,,0,,,,,,,,2,1,1
28404,2013,8,25,25.28,121.83,70,19,,120,,,,,,,,,,,1,1,1
28405,2013,8,25,25.47,121.88,70,19,,36,,,48,,,,,,,,3,2,1
28406,2013,8,25,25.08,121.92,70,19,,18,120,,,,,,,,,,2,1,1
28407,2013,8,25,25.13,121.98,70,19,,,,,,,,,,,288,,2,1,1
28408,2013,8,25,25.07,121.98,70,19,,60,,,,,,,,,,,2,1,1
28409,2013,8,25,25.52,122.02,70,19,32.1,100,,,,,,,,,,,3,1,2
28410,2013,8,25,25.09,122.06,70,19,,30,,,,,,,,,,,2,1,1
28411,2013,8,25,25.27,122.07,70,19,,,,,,,,,,,120,,2,,
28412,2013,8,26,26.59,120.84,70,20,27,24,10,,,,,,,,,,4,2,3
28413,2013,8,26,25.13,121.82,70,20,,,,,40,,,,150,,,,1,1,1
28414,2013,8,26,25.35,121.82,70,20,,72,,,24,,,,,,,,3,2,1
28415,2013,8,26,25.55,121.85,70,20,32,200,,,,,,,,,,,3,1,2
28416,2013,8,26,25.13,121.98,70,20,,,,,,,,,,,195,,2,1,1
28417,2013,8,26,25.07,121.98,70,20,,48,,,,,,,,,,,2,1,1
28418,2013,8,26,25.08,122.02,70,20,,,,,,,,,,,180,,2,1,1
28419,2013,8,26,25.09,122.06,70,20,,90,,,,,,,,,,,2,1,1
28420,2013,8,26,25.27,122.07,70,20,,,,,,,,,,,48,,2,,
28421,2013,8,26,25.63,122.08,70,20,,120,,,,,,,,,12,,3,1,1
28422,2013,8,26,26.03,122.38,70,20,29,60,,,,,,,,,,,4,4,3
28423,2013,8,27,25.62,121.6,70,21,28.6,18,3,,,,,,,,,,4,2,3
28424,2013,8,27,25.3,121.7,70,21,,9,,,,,,,,,5,9,2,1,2
28425,2013,8,27,25.58,121.96,70,21,,54,,,60,,,,,,,,3,2,1
28426,2013,8,27,25.07,121.98,70,21,,48,,,,,,,,,,,2,1,1
28427,2013,8,27,25.63,122.02,70,21,32,150,,,,,,,,,,,3,1,2
28428,2013,8,28,25.13,121.82,70,22,,,,,,,,,60,,,,1,1,1
28429,2013,8,30,25.27,121.77,70,24,,21,,,12,,,,,,,,2,1,1
28430,2013,8,30,25.52,121.93,70,24,30.7,200,,,,,,,,,,,3,1,2
28431,2013,8,30,25.67,121.97,70,24,,90,,,,,,,,,,,3,2,1
28432,2013,8,30,25.07,121.98,70,24,,9,,,,,,,,120,,,2,1,1
28433,2013,8,30,25.07,122.05,70,24,,,,,,,,,,,90,,3,1,1
28434,2013,8,30,25.05,122.05,70,24,,,,,,,,,,,306,,2,1,1
28435,2013,8,30,25.09,122.06,70,24,,7.2,,72,,,,,,,,,2,1,1
28436,2013,8,30,25.27,122.07,70,24,,,,,,,,,,,72,,2,,
28437,2013,8,30,26.13,122.2,70,24,28,,,,,,,,,,,,4,4,3
28438,2013,8,30,25.88,122.27,70,24,,0,,,,,,,,,,,4,3,3
28439,2013,8,30,25.83,122.45,70,24,26,480,,,,,,,,,,,4,3,3
28440,2013,8,30,25.88,122.49,70,24,27.4,60,,,,,,,,,,,4,3,4
28441,2013,8,30,25.97,122.67,70,24,27.8,24,,,,,,,,,,,4,3,3
28442,2013,8,30,26.02,122.68,70,24,28.4,,,,,,,,,,,,4,4,4
28443,2013,8,30,26.17,122.78,70,24,27.6,36,,,,,,,,,,,4,2,3
28444,2013,8,30,25.89,122.83,70,24,26.8,360,,,,300,,,,,,,5,4,3
28445,2013,8,30,26.7,123.43,70,24,29.2,42,,,,,,,,,,,4,2,3
28446,2013,8,31,25.17,120.5,70,25,26.5,300,,,,,,,,,,,4,3,4
28447,2013,8,31,25.15,121.87,70,25,,27,21,,9,,,,,,,,2,1,1
28448,2013,8,31,25.59,121.98,70,25,,42,,,120,,,,,,,,3,2,1
28449,2013,8,31,25.07,122.05,70,25,,,,,,,,,,,12,,3,1,1
28450,2013,8,31,26.2,122.57,70,25,26,900,,,,,,,,,,,4,3,3
28451,2013,8,31,26.77,122.69,70,25,27.7,180,,,100,300,,,,,,,5,4,3
28452,2013,8,31,26.67,122.8,70,25,28,,,,,,,,,,,,4,4,4
28453,2013,8,31,26.83,122.92,70,25,28,3,,,,,,,,,,,4,4,3
28454,2013,8,31,26.42,123.1,70,25,,300,,,,,,,,,,575,4,3,3
28455,2013,8,31,27.13,123.18,70,25,28.4,90,,,,,,,,,,,4,2,3
28456,2013,8,31,26.39,123.21,70,25,26.9,90,,,,,,,,,,,4,3,4
28457,2013,8,31,26.93,124,70,25,28.7,300,,,,,,,,,,,4,3,3
28458,2013,8,31,26.93,124.2,70,25,28.7,240,,,,,,,,,,,4,2,3
28459,2013,9,1,25.17,120.5,70,26,26.5,300,,,,,,,,,,,4,3,4
28460,2013,9,1,25.15,121.78,70,26,,3.6,12,,4.8,,,,,,,,2,1,1
28461,2013,9,1,26.18,122.28,70,26,26.7,72,,,120,,,,,,,,5,4,3
28462,2013,9,1,26.15,122.53,70,26,25.8,6,,,,,,,,,,,4,3,4
28463,2013,9,1,27.38,123.7,70,26,28.2,120,,,,,,,,,,,4,2,3
28464,2013,9,1,26.8,123.75,70,26,27.9,0,,,,,,,,,,,4,3,3
28465,2013,9,2,25.17,120.5,70,27,26.5,600,,,,,,,,,,,4,3,4
28466,2013,9,2,25.36,121.79,70,27,,12,,,90,,,,,,,,3,2,1
28467,2013,9,2,25.48,121.92,70,27,31.3,,,,,,,,,,,,3,1,2
28468,2013,9,2,25.18,121.94,70,27,,28.8,,19,,,,7.2,,,,,2,1,1
28469,2013,9,2,26.33,122.32,70,27,28.2,90,,,,,,,,,,,4,2,3
28470,2013,9,2,26.18,122.55,70,27,26,600,,,,,,,,,,,4,3,3
