No,Year,Month,Day,Lat,Lon,SST(boat),spe1,spe2,spe3,spe4,spe5,spe6,spe7,spe8,spe9,spe10,spe11,Tonnage A,HP A,Light A
25740,2012,8,18,27.62,124.22,,300,,,,,,,,,,,3,3,4
25741,2012,8,18,27.52,124.73,,270,,,,,,,,,,12,3,2,2
25742,2012,8,18,27.62,124.75,,480,,,,,,,,,,700,5,4,4
25743,2012,8,18,27.53,124.85,,90,,,,,,,,,,,4,2,3
25744,2012,8,18,28.3,125.02,26,120,,,,,,,,,,,4,3,3
25745,2012,8,18,29.13,125.1,26,480,,,50,,,,,,,,5,4,4
25746,2012,8,18,28.27,125.26,28.4,420,300,,200,,120,,,,,,5,4,3
25747,2012,8,19,25.18,121.78,,,,,30,,,,,,,,2,1,1
25748,2012,8,19,25.18,121.8,,1.2,15,,,,,,,,,,2,1,1
25749,2012,8,19,25.13,121.8,,,,,,,,,200,,,,1,1,1
25750,2012,8,19,25.03,121.95,,12,120,36,,,,,,,,,2,1,1
25751,2012,8,19,25.07,121.98,,,,,,400,,,,,,,2,1,1
25752,2012,8,19,25.12,121.98,,,33,54,,,,,,313.8,,,2,1,1
25753,2012,8,19,25.09,122.06,,,152,90,,,,,,,,,2,1,1
25754,2012,8,19,26.3,122.32,25,600,,,,,,,,,,,4,3,3
25755,2012,8,19,26.38,123.03,27.6,,,,,,,,,,,,3,2,2
25756,2012,8,19,26.3,123.18,29.4,60,100,,,,,,,,,,4,3,4
25757,2012,8,19,26.9,123.3,28,30,,,,,200,,,,,,4,4,3
25758,2012,8,19,26.84,123.41,29.6,660,,,,,,,,,,,4,2,3
25759,2012,8,19,27.38,123.53,31,60,,,,,,,,,,,3,1,2
25760,2012,8,19,26.88,123.85,,,,,,,,,,,,8.4,3,2,2
25761,2012,8,19,27.65,124.81,,180,,,,,,,,,,200,5,4,4
25762,2012,8,19,27.65,124.86,,240,,,,,,,,,,,4,2,3
25763,2012,8,19,28.3,125.26,28.5,480,200,,100,,,,,,,,5,4,3
25764,2012,8,20,25.18,121.78,,,,,27,,,,,,,,2,1,1
25765,2012,8,20,25.03,121.95,,7.2,,90,,,,,,200,,,2,1,1
25766,2012,8,20,25.13,121.98,,,156,60,,,,,,1240,,,2,1,1
25767,2012,8,20,25.07,121.98,,,,240,,,,,,100,,,2,1,1
25768,2012,8,20,25.12,121.98,,,30,126,,,,,,270,,,2,1,1
25769,2012,8,20,25.09,122.06,,,,,,,,,,,,,2,1,1
25770,2012,8,20,26.33,122.33,25,600,,,,,,,,,,,4,3,3
25771,2012,8,20,26.27,122.42,28.4,120,,,,,,,,,,,4,3,4
25772,2012,8,20,26.03,123.33,28,3,,,,,,,,,,,4,4,3
25773,2012,8,20,26.86,123.44,29.7,720,,,,,,,,,,,4,2,3
25774,2012,8,20,26.72,123.47,,120,,,,,1500,,,,,,4,2,3
25775,2012,8,20,26.82,123.71,,60,,,,,,,,,,100,5,4,4
25776,2012,8,20,28.29,125.25,28.5,600,100,,100,,100,,,,,,5,4,3
25777,2012,8,21,25.18,121.78,,,,,24,,,,,,,,2,1,1
25778,2012,8,21,25.08,121.92,,,60,63,,,,,,,,,2,1,1
25779,2012,8,21,25.13,121.98,,30,,,,,240,,,,,,2,1,1
25780,2012,8,21,25.09,122.06,,,183,,,,,,,262,,,2,1,1
25781,2012,8,21,26.33,122.33,25,600,,,,,,,,,,,4,3,3
25782,2012,8,21,26.89,122.37,29,480,,,,,800,,,,,,4,2,3
25783,2012,8,21,28.29,125.26,28.3,720,100,100,100,,100,,,,,,5,4,3
25784,2012,8,22,25.13,121.78,,,,,80,,,,40,,,,1,1,1
25785,2012,8,22,26.35,122.37,25,540,,,,,,,,,,,4,3,3
25786,2012,8,22,28.3,125.24,28.2,960,200,100,200,,,,,,,,5,4,3
25787,2012,8,23,27.12,123.77,28.3,180,100,,100,,,,,,,,5,4,3
25788,2012,8,25,25.18,121.73,,,9,,15,,,,,9,,,2,1,1
25789,2012,8,25,25.03,121.93,,24,90,60,,,,,,,,,2,1,1
25790,2012,8,25,25.09,122.06,,,,73,,,,,,700,,,2,1,1
25791,2012,8,26,25.15,121.78,,,18,,,,,,,,,,2,1,1
25792,2012,8,26,25.13,121.8,,,,,,,,,10,,,,1,1,1
25793,2012,8,26,25.07,121.98,,60,,120,,,,,,,,,2,1,1
25794,2012,8,27,25.13,121.98,,,240,,,,,15.6,,,,,2,1,1
25795,2012,8,28,25.13,121.98,,,154,,,,,10.8,,,,,2,1,1
25796,2012,8,29,25.18,121.78,,,,,18,,,,,,,,2,1,1
25797,2012,8,29,25.05,121.93,,6,30,,,,,,,,,,2,1,1
25798,2012,8,30,25.18,121.78,,,,,30,,,,,,,,2,1,1
25799,2012,8,31,25.18,121.78,,,,,27,,,,,,,,2,1,1
25800,2012,9,1,25.14,121.82,,,,,21,,,,18,,,,2,1,1
25801,2012,9,3,27.31,121.47,28.2,180,,,100,,,,,,,,4,2,3
25802,2012,9,3,27.15,121.58,26,360,,,,,,,,,,,4,4,3
25803,2012,9,3,25.22,121.63,,,,,,,,,50,,,,1,1,1
25804,2012,9,3,27.47,121.73,25,120,,,,,,,,,,,4,3,3
25805,2012,9,3,25.03,121.95,,4.8,12,,,,,,,15,,,2,1,1
25806,2012,9,3,25.05,122.05,,,36,63,,,,,,,,,2,1,1
25807,2012,9,4,24.6,120.32,26.5,33,,,,,,,,,,,3,2,2
25808,2012,9,4,26.92,121.33,25,180,,,,,,,,,,,4,3,3
25809,2012,9,4,27.1,121.6,28.8,480,,,500,,,,,,,,4,2,3
25810,2012,9,4,25.22,121.63,,,,,,,,,30,,,,1,1,1
25811,2012,9,4,27.18,121.68,28,480,,,50,,,,,,,,4,4,3
25812,2012,9,4,25.05,121.93,,18,,,,,,,,,,,2,1,1
25813,2012,9,4,25.05,122.05,,,,,,,,33,,,,,2,1,1
25814,2012,9,4,25.06666667,122.0666667,,,,,,,,,,,,,2,1,1
25815,2012,9,5,25.53,120.65,25,240,,,,,,,,,,,5,4,4
25816,2012,9,5,26.01,120.71,27.4,360,,,20,,,,,,,,5,4,3
25817,2012,9,5,24.98,120.73,26.5,,,,,,,,,,,,3,2,2
25818,2012,9,5,27,121.32,25,180,,,,,,,,,,,4,3,3
25819,2012,9,5,27.09,121.58,28.2,600,,,300,,,,,,,,4,2,3
25820,2012,9,5,27.15,121.72,28,300,,,,,,,,,,,4,4,3
25821,2012,9,5,25.05,122.05,,12,,,,,,19.2,,,,,2,1,1
25822,2012,9,5,25.06666667,122.0666667,,6,,,,,,,,,,,2,1,1
25823,2012,9,5,26.08,122.93,30.1,12,,,,,,,,,,,3,1,2
25824,2012,9,6,25.27,120.07,26.9,270,,,,,,,,,,,3,2,2
25825,2012,9,6,25.73,120.49,,360,,,,,,,,,,,4,2,3
25826,2012,9,6,25.97,120.56,27.4,420,,,10,,60,,,,,,5,4,3
25827,2012,9,6,25.97,120.98,,0,,,,,,,,,,,5,4,4
25828,2012,9,6,27.3,121.37,25,180,,,,,,,,,,,4,3,3
25829,2012,9,6,26.9,121.43,30,108,,,,,,,,,,,3,1,2
25830,2012,9,6,26.98,121.53,25.5,480,,,,,,,,,,,5,4,4
25831,2012,9,6,27.21,121.55,28,360,,,100,,,,,,,,4,2,3
25832,2012,9,6,27.08,121.78,28,240,,,,,,,,,,,4,4,3
25833,2012,9,6,25.14,121.82,,,,,18,,,,15,,,,2,1,1
25834,2012,9,6,25.05,122.05,,,91,,,,,,,,,,2,1,1
25835,2012,9,6,25.06666667,122.0666667,,9,,,,,,,,,,,2,1,1
25836,2012,9,6,26.45,122.77,28.6,420,,,,,,,,,,,4,3,4
25837,2012,9,6,26.67,122.88,,,,,,,,,,,,,3,2,2
25838,2012,9,7,25.22,119.98,26.9,420,,,,,,,,,,,3,2,2
25839,2012,9,7,25.28,120.17,28.4,180,,,,,,,,,,,3,3,4
25840,2012,9,7,25.75,120.34,,540,,,,,,,,,,,4,2,3
25841,2012,9,7,25.92,120.43,27.2,480,,,,,120,,,,,,5,4,3
25842,2012,9,7,27.05,121.3,29.5,30,,,,,,,,,,,3,1,2
25843,2012,9,7,27.07,121.4,26,660,,,150,,,,,,,,5,4,4
25844,2012,9,7,27.13,121.45,25,240,,,,,,,,,,,4,3,3
25845,2012,9,7,27.21,121.66,28.7,120,,,300,,,,,,200,,4,2,3
25846,2012,9,7,27.13,121.8,28,480,,,,,,,,,,,4,4,3
25847,2012,9,7,25.03,121.93,,10.2,,,,,,,,,,,2,1,1
25848,2012,9,7,25.18,121.94,,22.8,271,31,,,,,,,,,2,1,1
25849,2012,9,7,25.06666667,122.0666667,,,,,,,,,,,,,2,1,1
25850,2012,9,7,25.25,122.15,,27,,31,,,,,,,,,2,1,1
25851,2012,9,7,26.43,122.78,28.7,180,,,250,,,,,,,,4,3,4
25852,2012,9,7,26.5,122.83,,15,,,,,,,,,,,5,4,4
25853,2012,9,7,26.5,122.83,,,,,,,,,,,,,3,2,2
25854,2012,9,8,25.23,119.98,26.9,720,,,,,,,,,,,3,2,2
25855,2012,9,8,25.17,120.12,28,120,,,,,,,,,,,3,3,4
25856,2012,9,8,25.92,120.39,27.3,540,,,,,100,,,,,,5,4,3
25857,2012,9,8,25.73,120.44,,252,,,10,,,,,,,,4,2,3
25858,2012,9,8,26.91,121.27,28.8,360,,,100,,,,,,,,4,2,3
25859,2012,9,8,27,121.28,30.5,90,,,,,,,,,,,3,1,2
25860,2012,9,8,27.05,121.4,26,450,,,160,,,,,,,,5,4,4
25861,2012,9,8,27.03,121.45,,360,,,,,2625,,,,,,5,4,4
25862,2012,9,8,27.03,121.47,25,600,,,,,,,,,,,4,3,3
25863,2012,9,8,25.18,121.78,,,,,6,,,,,,,,2,1,1
25864,2012,9,8,27.1,121.83,28,360,,,50,,,,,,,,4,4,3
25866,2012,9,8,25.77,121.93,,,,,,,,,,,,,2,1,1
25867,2012,9,8,25.03,121.93,,6,,,,,,,,,,,2,1,1
25868,2012,9,8,25.05,122.05,,15,54,,,,,,,,,,2,1,1
25869,2012,9,8,25.06666667,122.0666667,,,,,,,,,,,,,2,1,1
25870,2012,9,8,27.12,122.95,,,,,,,,,,,,,3,2,2
25871,2012,9,8,26.45,123.93,28.7,780,100,,,,,,,,,,4,3,4
25872,2012,9,9,25.23,119.98,27.2,660,,,,,,,,,,,3,2,2
25873,2012,9,9,25.68,120.34,,420,,,,,,,,,,,4,2,3
25874,2012,9,9,25.93,120.41,29.1,360,,,10,,,,,,,,5,4,3
25875,2012,9,9,26.93,121.17,25,240,,,,,,,,,,,4,3,3
25876,2012,9,9,26.86,121.22,28.9,360,,,100,,,,,,,,4,2,3
25877,2012,9,9,26.92,121.37,29.8,120,,,,,,,,,,,3,1,2
25878,2012,9,9,26.97,121.45,26,360,,,100,,,,,,,,5,4,4
25879,2012,9,9,27,121.52,,120,,,,,400,,,,,,5,4,4
25880,2012,9,9,25.18,121.78,,,,,9,,,,,,,,2,1,1
25881,2012,9,9,25.13,121.82,,,,,,,,,80,,,,1,1,1
25882,2012,9,9,27.13,121.88,28,420,,,,,,,,,,,4,4,3
25883,2012,9,9,25.08,121.92,,21,,,,,,,,,,,2,1,1
25884,2012,9,9,25.05,122.05,,18,,30,,,,,,,,,2,1,1
25885,2012,9,9,25.06666667,122.0666667,,,,,,,,,,,,,2,1,1
25886,2012,9,9,25.92,122.12,28.5,150,,,,,,,,,,,3,3,4
25887,2012,9,9,27.5,122.58,,48,,,400,,,,,,,,3,2,2
25888,2012,9,9,26.45,123.93,29.3,360,,,,,,,,,,,4,3,4
25889,2012,9,10,25.22,119.98,27,210,,,,,,,,,,,3,2,2
25890,2012,9,10,25.67,120.3,,426,,,,,,,,,,,4,2,3
25891,2012,9,10,25.93,120.37,27.5,420,,,,,,,,,,,5,4,3
25892,2012,9,10,26.67,120.84,29,720,,,30,,,,,,,,4,2,3
25893,2012,9,10,26.93,121.32,25,600,,,,,,,,,,,4,3,3
25894,2012,9,10,27.05,121.5,28.2,,,,,,,,,,,150,3,3,4
25895,2012,9,10,27.1,121.82,28,300,,,,,,,,,,,4,4,3
25896,2012,9,10,25.13,121.82,,,,,,,,,80,,,,1,1,1
25897,2012,9,10,25.07,121.9,,,,,,,,,,,,,2,1,1
25898,2012,9,10,25.77,121.93,,,,,,,,,,,,,2,1,1
25899,2012,9,10,25.05,122.05,,,96,,,,,,,,,,2,1,1
25900,2012,9,10,25.06666667,122.0666667,,,,,,,,,,,,,2,1,1
25901,2012,9,10,27.21,123.18,,180,,,,,,,,,,50,5,4,4
25902,2012,9,10,27.13,123.28,26,120,,,25,,350,,,,,,5,4,4
25903,2012,9,10,26.5,123.9,,,,,,,,,,,,11.4,3,2,2
25904,2012,9,10,26.42,123.93,29.4,120,,,,,,,,,,,4,3,4
25905,2012,9,11,25.17,120.12,27,258,,,,,,,,,,,3,2,2
25906,2012,9,11,25.57,120.3,,252,,,,,,,,,,,4,2,3
25907,2012,9,11,25.91,120.34,27.5,480,,,20,,,,,,,,5,4,3
25908,2012,9,11,25.64,120.86,29,780,,,,,,,,,,,4,2,3
25909,2012,9,11,26.9,121.35,25,180,,,,,,,,,,,4,3,3
25910,2012,9,11,25.22,121.63,,,,,,,,,,,,,1,1,1
25911,2012,9,11,25.18,121.78,,,,,6,,,,,,,,2,1,1
25912,2012,9,11,27.15,121.78,29,360,,,200,,,,,,,,4,4,3
25913,2012,9,11,25.77,121.93,,,,,,,,,,,,,2,1,1
25914,2012,9,11,25.03,121.93,,27,,,,,,,,,,,2,1,1
25915,2012,9,11,25.06666667,122.0666667,,,,,,,,,,,,,2,1,1
25916,2012,9,11,26.45,123.17,29.5,,,,,,,,,,,,4,3,4
25917,2012,9,11,26.63,123.22,28.4,,,,,,,,,,,180,3,3,4
25918,2012,9,11,27.27,123.3,,120,,,,,300,,,,,100,5,4,4
25919,2012,9,11,26.47,123.9,26,510,2400,,,,,,,,,,5,4,4
25920,2012,9,12,25.5,120.2,27,45,,,,,,,,,,,3,2,2
25921,2012,9,12,25.92,120.29,28,360,,,,,,,,,,,5,4,3
25922,2012,9,12,25.6,120.34,,360,,,,,,,,,,,4,2,3
25923,2012,9,12,26.69,120.89,29.3,480,,,,,,,,,200,,4,2,3
25924,2012,9,12,27.71,121.01,,300,,,,,,,,,,,5,4,4
25925,2012,9,12,25.18,121.78,,18,,,12,,,,60,,,,2,1,1
25926,2012,9,12,27.13,121.8,28,300,,,,,,,,,,,4,4,3
25927,2012,9,12,25.13,121.82,,,,,,,,,,,,,1,1,1
25928,2012,9,12,25.08,121.92,,45,,,,,,,,,,,2,1,1
25929,2012,9,12,25.77,121.93,,,,,,,,,,,,,2,1,1
25930,2012,9,12,25.18,121.94,,27.6,,,,,,,,,,,2,1,1
25931,2012,9,12,25.05,122.05,,,,,,,,,,,,,2,1,1
25932,2012,9,12,25.05,122.05,,,,,,,,,,,,,2,1,1
25933,2012,9,12,25.06666667,122.0666667,,,,,,,,,,,,,2,1,1
25934,2012,9,12,26.15,123.05,29,480,,,,,,,,,,,4,3,4
25935,2012,9,12,26.22,123.08,31,270,,,,,,,,,,,3,1,2
25936,2012,9,12,26.63,123.38,28.8,,,,,,,,,,,180,3,3,4
25937,2012,9,12,26.53,123.82,25,,,,,,,,,,,,4,3,3
25938,2012,9,12,26.5,123.9,26,540,200,,,,,,,,,,5,4,4
25939,2012,9,13,25.96,120.42,29.5,420,,,100,,,,,,,,5,4,3
25940,2012,9,13,26.6,120.82,,240,,,,,,,,,,,4,2,3
25941,2012,9,13,26.68,120.97,25,600,,,,,,,,,,,4,3,3
25942,2012,9,13,26.87,121.06,29.4,720,,,,,,,,,,,4,2,3
25943,2012,9,13,27.13,121.82,27,240,,,,,,,,,,,4,4,3
25944,2012,9,13,25.13,121.82,,,,,,,,,,,,,1,1,1
25945,2012,9,13,25.14,121.82,,,,,12,,,,180,,,,2,1,1
25946,2012,9,13,25.77,121.93,,,,,,,,,,,,,2,1,1
25947,2012,9,13,25.03,121.93,,24,,,,,,,,,,,2,1,1
25948,2012,9,13,25.18,121.94,,27.6,,,,,,,,,,,2,1,1
25949,2012,9,13,25.05,122.05,,9,,,,,,,,,,,2,1,1
25950,2012,9,13,25.06666667,122.0666667,,,,,,,,,,,,,2,1,1
25951,2012,9,13,26.25,123.12,30.4,360,,,,,,,,,,,3,1,2
25952,2012,9,13,26.45,123.73,29.2,180,,,,,,,,,,,4,3,4
25953,2012,9,13,26.48,123.88,26,300,4400,,,,,,,,,,5,4,4
25954,2012,9,13,26.78,124.02,28,,,,,,,,,,,210,3,3,4
25955,2012,9,14,26.73,120.92,25,600,,,,,,,,,,,4,3,3
25956,2012,9,14,26.86,121.04,29.3,480,,,,,,,,,,,4,2,3
25957,2012,9,14,25.13,121.82,,,,,,,,,,,,,1,1,1
25958,2012,9,14,25.18,121.94,,18.6,,,,,,,,,,,2,1,1
25959,2012,9,14,25.06666667,122.0666667,,,,,,,,,,,,,2,1,1
25960,2012,9,14,26.75,122.3,28.2,,,,,,,,,,,60,3,3,4
25961,2012,9,15,25.18,121.94,,12.6,,,,,,,,,,,2,1,1
25962,2012,9,16,25.94,120.41,26.6,360,,,30,,,,,,,,5,4,3
25963,2012,9,16,25.87,120.42,,540,,,,,,,,,,30,5,4,4
25964,2012,9,16,25.88,120.44,28,720,,,,,,,,,,,4,2,3
25965,2012,9,16,25.18,121.94,,22.8,,,,,,,,,,,2,1,1
25966,2012,9,17,25.79,120.4,,540,,,,,,,,,,,5,4,4
25967,2012,9,17,25.85,120.47,27.6,600,,,,,,,,,,,4,2,3
25968,2012,9,17,25.95,120.51,26.2,480,,,,,,,,,,,5,4,3
25969,2012,9,17,26.73,120.92,22,120,,,,,,,,,,,4,3,3
25970,2012,9,17,25.18,121.94,,15.6,,,,,,,,,,,2,1,1
25971,2012,9,17,26.42,122.77,25,240,,,100,,,,,,,,5,4,4
25972,2012,9,17,25.97,124,25,720,,,,,,,,,,,4,3,3
25973,2012,9,18,25.55,120.57,25.1,480,,,,,,,,,,,3,2,2
25974,2012,9,18,25.85,120.57,25.9,540,,,60,,,,,,,,5,4,3
25975,2012,9,18,26,120.58,28,180,,,,,,,,,,,3,3,4
25976,2012,9,18,26.38,120.59,,210,,,,,,,,,,,4,2,3
25977,2012,9,18,26.08,120.67,27,300,,,,,,,,,,,4,4,3
25978,2012,9,18,25.97,120.67,22,180,,,,,,,,,,,4,3,3
25979,2012,9,18,25.93,120.75,,780,,,,,,,,,,,3,2,2
25980,2012,9,18,25.98,120.77,25,1200,,,,,,,,,,,4,3,3
25981,2012,9,18,25.83,120.78,27.9,600,,,,,,,,,,,3,1,2
25982,2012,9,18,25.99,120.8,26.7,1200,,,100,,,,,,300,,4,2,3
25983,2012,9,18,25.65,121.27,,600,,,,,,,,,,,5,4,4
25984,2012,9,18,25.14,121.82,,3,,,15,,,,27,,,,2,1,1
25985,2012,9,18,25.77,121.93,,,,,,,,,,,,,2,1,1
25986,2012,9,18,25.03,121.93,,6,,,,,,,,,,,2,1,1
25987,2012,9,18,25.18,121.94,,24.6,,,,,,,,,,,2,1,1
25988,2012,9,18,25.05,122.05,,,,,,,,,,,,,2,1,1
25989,2012,9,18,26.28,123.12,26.7,60,,,,,,,,,,,4,3,4
25990,2012,9,18,26.47,123.88,25,1560,,,120,,,,,,,,5,4,4
25991,2012,9,19,26.73,120.5,,672,,,,,,,,,,,4,2,3
25992,2012,9,19,25.82,120.57,25.9,600,,,60,,,,,,,,5,4,3
25993,2012,9,19,25.83,120.67,28.2,600,,,,,,,,,,,3,1,2
25994,2012,9,19,26.05,120.68,28.4,360,,,,,,,,,,,3,3,4
25995,2012,9,19,25.67,120.73,24.7,780,,,,,,,,,,,3,2,2
25996,2012,9,19,26.02,120.75,27.1,1440,,,,,,,,,,,4,3,4
25997,2012,9,19,25.95,120.75,,840,,,,,,,,,,,3,2,2
25998,2012,9,19,26,120.8,27,300,,,,,,,,,,,4,4,3
25999,2012,9,19,25.97,120.8,22,180,,,,,,,,,,,4,3,3
26000,2012,9,19,25.97,120.8,25,1200,,,,,,,,,,,4,3,3
26001,2012,9,19,26.05,120.82,27,1200,,,30,,,,,,,,4,2,3
26002,2012,9,19,25.7,121.27,,660,,,,,,,,,,,5,4,4
26003,2012,9,19,25.14,121.82,,,,,12,,,,66,,,,2,1,1
26004,2012,9,19,25.77,121.93,,,,,,,,,,,,,2,1,1
26005,2012,9,19,25.05,121.93,,36,,,,,,,,,,,2,1,1
26006,2012,9,19,24.97,121.97,,168,,,36,,,,,38,,,2,1,2
26007,2012,9,19,25.05,122.05,,,,,,,,,,,,,2,1,1
26008,2012,9,19,25.06666667,122.0666667,,60,,,,,,,,,,,2,1,1
26009,2012,9,19,25.63,122.08,,1.2,,,,,,,,10,,,3,1,1
26010,2012,9,19,26.47,123.92,25,1800,,,,,2370,,,,,,5,4,4
26011,2012,9,20,26.63,120.47,,516,,,,,,,,,,,4,2,3
26012,2012,9,20,25.92,120.5,25.8,480,,,80,,,,,,,,5,4,3
26013,2012,9,20,25.93,120.7,27,240,,,,,,,,,,,4,4,3
26014,2012,9,20,25.9,120.77,28.2,120,,,,,,,,,,,3,1,2
26015,2012,9,20,25.55,120.77,24.8,840,,,,,,,,,,,3,2,2
26016,2012,9,20,25.95,120.8,27,1440,,,,,,,,,,,4,3,4
26017,2012,9,20,25.95,120.83,,780,,,,,,,,,,,3,2,2
26018,2012,9,20,25.95,120.93,27,180,,,,,,,,,300,,4,2,3
26019,2012,9,20,26,120.93,22,180,,,,,,,,,,,4,3,3
26020,2012,9,20,26,120.93,25,1800,,,,,,,,,,,4,3,3
26021,2012,9,20,25.75,121.28,,480,,,,,,,,,,,5,4,4
26022,2012,9,20,25.13,121.82,,,,,,,,,,,,,1,1,1
26023,2012,9,20,25.14,121.82,,,,,9,,,,54,,,,2,1,1
26024,2012,9,20,25.77,121.93,,,,,,,,,,,,,2,1,1
26025,2012,9,20,25.05,121.93,,12,,,,,,,,,,,2,1,1
26026,2012,9,20,25.18,121.94,,12.6,,,,,,,,,,,2,1,1
26027,2012,9,20,24.97,121.97,,24,,,6,,,,,,,,2,1,2
26028,2012,9,20,25.05,122.05,,,,,,,,,,,,,2,1,1
26029,2012,9,20,25.06666667,122.0666667,,36,,,,,,,,,,,2,1,1
26030,2012,9,20,25.63,122.08,,3,,,,,,,,5,,,3,1,1
26031,2012,9,20,26,122.82,27,720,,,,,,,,,,,3,3,4
26032,2012,9,20,26.45,123.95,25,1980,,,,,,,,,,,5,4,4
26033,2012,9,21,26.63,120.47,,276,,,,,,,,,,,4,2,3
26034,2012,9,21,25.78,120.52,25.7,360,,,100,,,,,,,,5,4,3
26035,2012,9,21,25.8,120.67,,900,,,,,,,,,,,3,3,4
26036,2012,9,21,25.97,120.77,27,480,,,,,,,,,,,4,4,3
26037,2012,9,21,25.97,120.78,26.7,1140,,,,,,,,,,,4,3,4
26038,2012,9,21,25.73,120.78,,540,,,,,,,,,,,3,2,2
26039,2012,9,21,25.82,120.82,28.3,420,,,,,,,,,,,3,1,2
26040,2012,9,21,25.62,120.85,,540,,,,,,,,,,,5,4,4
26041,2012,9,21,26,120.93,22,180,,,,,,,,,,,4,3,3
26042,2012,9,21,26,120.93,25,900,,,,,,,,,,,4,3,3
26043,2012,9,21,25.97,120.93,26.8,1080,,,10,,,,,,,,4,2,3
26044,2012,9,21,25.14,121.82,,,,,12,,,,,,,,2,1,1
26045,2012,9,21,25.77,121.93,,,,,,,,,,,,,2,1,1
26046,2012,9,21,25.07,121.93,,48,,,,,,,,,,,2,1,1
26047,2012,9,21,25.18,121.94,,10.8,,,,,,,,,,,2,1,1
26048,2012,9,21,24.97,121.97,,72,,,6,,,,,10,,,2,1,2
26049,2012,9,21,25.05,122.05,,,,,,,,,,,,,2,1,1
26050,2012,9,21,25.06666667,122.0666667,,,,,,,,,,,,,2,1,1
26051,2012,9,21,26.45,123.93,26,1200,,,,,760,,,,,,5,4,4
26052,2012,9,22,25,120.34,,480,,,,,,,,,,,4,2,3
26053,2012,9,22,25.77,120.55,25.8,420,,,120,,,,,,,,5,4,3
26054,2012,9,22,25.75,120.75,,780,,,,,,,,,,,3,2,2
26055,2012,9,22,26,120.77,26.8,2220,,,,,,,,,,,4,3,4
26056,2012,9,22,25.97,120.83,27,480,,,,,,,,,,,4,4,3
26057,2012,9,22,25.67,120.85,,480,,,,,,,,,,,5,4,4
26058,2012,9,22,25.6,120.87,28.9,120,,,,,,,,,,,3,1,2
26059,2012,9,22,25.53,120.87,25.2,192,,,,,,,,,,,3,2,2
26060,2012,9,22,26,120.93,25,900,,,,,,,,,,,4,3,3
26061,2012,9,22,26.08,120.98,22,240,,,,,,,,,,,4,3,3
26063,2012,9,22,25.05,121.93,,,,,,,,,,,,,2,1,1
26064,2012,9,22,25.05,121.93,,,,,,,180,,,,,,2,1,1
26065,2012,9,22,25.18,121.94,,12,,,,,,,,,,,2,1,1
26066,2012,9,22,25.06,121.96,,4.8,,,18,,,,,,,,2,1,1
26067,2012,9,22,24.97,121.97,,18.6,,,,,,,,,,,2,1,2
26068,2012,9,22,25.05,122.05,,,,,,,,,,,,,2,1,1
26069,2012,9,22,25.63,122.08,,1.8,,,,,,,,15,,,3,1,1
26070,2012,9,22,25.63,122.08,,6,,,,,,,,,,,3,1,1
26071,2012,9,22,26.48,123.92,26,3000,350,,,,,,,,,,5,4,4
26072,2012,9,23,25.82,120.71,25.8,540,,,200,,,,,,,,5,4,3
26073,2012,9,23,26,120.93,25,600,,,,,,,,,,,4,3,3
26074,2012,9,23,25.78,121.02,,480,,,,,,,,,,,5,4,4
26075,2012,9,23,25.07,121.93,,21.6,,,,,,,,,,,2,1,1
26076,2012,9,23,25.06,121.96,,9,,,27,,,,,,,,2,1,1
26077,2012,9,23,24.97,121.97,,30.6,,,,,,,,,,,2,1,2
26078,2012,9,23,26.45,123.95,25,840,,,,,,,,,,,5,4,4
26079,2012,9,24,25.75,120.59,25.9,120,,,30,,,,,,,,5,4,3
26080,2012,9,24,26.08,120.98,25,600,,,,,,,,,,,4,3,3
26081,2012,9,24,25.77,121.93,,,,,,,,,,,,,2,1,1
26082,2012,9,24,26.45,123.92,25,18,,,,,,,,,,,5,4,4
26083,2012,10,1,25.14,121.82,,,,,24,,,,18,,,,2,1,1
26084,2012,10,2,25.97,120.88,26,300,,,,,,,,,,,4,4,3
26085,2012,10,2,27.35,120.93,22,60,,,,,,,,,,,4,3,3
26086,2012,10,2,25.17,121.78,,1.8,,,6,,,,,,,,2,1,1
26087,2012,10,3,25.65,120.73,25,300,,,,,,,,,,,4,4,3
26088,2012,10,3,26.48,121.05,22,60,,,,,,,,,,,4,3,3
26089,2012,10,3,25.17,121.77,,3,7,,5,,,,,,,,2,1,1
26090,2012,10,3,25.18,121.78,,,,,12,,,,9,,,,2,1,1
26091,2012,10,3,25.13,121.82,,,,,,,,,20,,,,1,1,1
26092,2012,10,4,25.82,120.8,27,60,,,,,,,,,,,3,1,2
26093,2012,10,4,25.75,120.88,25,150,,,,,,,,,,,4,4,3
26094,2012,10,4,25.83,120.91,24.7,360,,,20,,,,,,,,5,4,3
26095,2012,10,4,25.88,120.97,23.7,216,,,,,,,,,,,3,2,2
26096,2012,10,4,26.85,121.17,22,120,,,,,,,,,,,4,3,3
26098,2012,10,4,25.06,121.98,,,,,30,,,,,,,,2,1,1
26099,2012,10,5,25.88,120.83,24.3,300,,,10,,,,,,,,5,4,3
26100,2012,10,5,25.92,120.92,23.9,270,,,,,,,,,,,3,2,2
26101,2012,10,5,26,121,26.5,90,,,,,,,,,,,3,1,2
26102,2012,10,5,26.65,121.08,25,270,,,,,,,,,,,4,4,3
26103,2012,10,5,27.17,121.37,22,60,,,,,,,,,,,4,3,3
